fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,alcohol_density,non-free sulfur dioxide,total_acidity,acidity_ratio,alcohol_pH_ratio,alcohol_sulfur_dioxide_ratio
6.0,0.32,0.12,5.9,0.041,34.0,190.0,0.9944,3.16,0.72,10.0,5,white,9.943999999999999,156.0,6.32,0.9493670886075949,3.1645569620253164,0.05263157894736842
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,white,9.08726,154.0,7.359999999999999,0.9646739130434783,2.964169381107492,0.04814814814814815
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,white,9.08726,154.0,7.359999999999999,0.9646739130434783,2.964169381107492,0.04814814814814815
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,white,9.08726,154.0,7.359999999999999,0.9646739130434783,2.964169381107492,0.04814814814814815
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,white,9.08726,154.0,7.359999999999999,0.9646739130434783,2.964169381107492,0.04814814814814815
5.9,0.24,0.26,12.3,0.053,34.0,134.0,0.9972,3.34,0.45,9.5,6,white,9.4734,100.0,6.140000000000001,0.9609120521172638,2.8443113772455093,0.0708955223880597
6.5,0.21,0.37,2.5,0.048,70.0,138.0,0.9917,3.33,0.75,11.4,7,white,11.305380000000001,68.0,6.71,0.9687034277198212,3.4234234234234235,0.08260869565217392
7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,3.11,0.42,12.2,6,white,12.1024,87.0,7.970000000000001,0.9661229611041404,3.922829581993569,0.10427350427350426
9.0,0.27,0.35,4.9,0.028,27.0,95.0,0.9932,3.04,0.4,11.3,6,white,11.22316,68.0,9.27,0.970873786407767,3.717105263157895,0.11894736842105263
7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936,3.25,0.44,10.2,5,white,10.13472,122.0,7.64,0.9554973821989529,3.1384615384615384,0.075
6.6,0.27,0.25,3.1,0.052,41.0,188.0,0.9915,3.24,0.4,11.3,5,white,11.20395,147.0,6.869999999999999,0.9606986899563319,3.4876543209876543,0.06010638297872341
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10.0,4,white,9.922,112.0,7.09,0.9590973201692524,3.174603174603175,0.042643923240938165
7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5,white,9.33796,74.0,7.38,0.962059620596206,2.984126984126984,0.10930232558139535
6.8,0.25,0.34,14.0,0.032,47.0,133.0,0.9952,3.37,0.5,12.2,7,white,12.14144,86.0,7.05,0.9645390070921985,3.6201780415430265,0.09172932330827067
7.0,0.57,0.1,8.3,0.094,23.0,188.0,0.9972,3.4,0.47,9.2,4,white,9.17424,165.0,7.57,0.9247027741083222,2.705882352941176,0.04893617021276595
7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5,white,9.33796,74.0,7.38,0.962059620596206,2.984126984126984,0.10930232558139535
7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,6,white,9.55968,133.0,7.27,0.9766162310866575,2.8656716417910446,0.05274725274725275
7.8,0.28,0.22,1.4,0.056,24.0,130.0,0.9944,3.28,0.48,9.5,5,white,9.4468,106.0,8.08,0.9653465346534653,2.8963414634146343,0.07307692307692308
6.8,0.22,0.37,1.7,0.036,38.0,195.0,0.9908,3.35,0.72,12.5,6,white,12.385,157.0,7.02,0.9686609686609687,3.7313432835820897,0.0641025641025641
7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,6,white,9.55968,133.0,7.27,0.9766162310866575,2.8656716417910446,0.05274725274725275
6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46,10.0,6,white,9.925,136.0,6.239999999999999,0.9775641025641026,2.9850746268656714,0.057803468208092484
6.4,0.24,0.5,11.6,0.047,60.0,211.0,0.9966,3.18,0.57,9.3,5,white,9.26838,151.0,6.640000000000001,0.963855421686747,2.9245283018867925,0.04407582938388626
7.8,0.42,0.26,9.2,0.058,34.0,199.0,0.9972,3.14,0.55,9.3,6,white,9.27396,165.0,8.22,0.948905109489051,2.961783439490446,0.04673366834170855
6.6,0.28,0.36,1.7,0.038,22.0,101.0,0.9912,3.29,0.57,11.6,6,white,11.497919999999999,79.0,6.88,0.9593023255813953,3.525835866261398,0.11485148514851484
7.1,0.32,0.34,14.5,0.039,46.0,150.0,0.995,3.38,0.5,12.5,8,white,12.4375,104.0,7.42,0.9568733153638813,3.698224852071006,0.08333333333333333
6.7,0.31,0.3,2.1,0.038,18.0,130.0,0.9928,3.36,0.63,10.6,6,white,10.52368,112.0,7.01,0.9557774607703281,3.1547619047619047,0.08153846153846153
6.4,0.32,0.5,10.7,0.047,57.0,206.0,0.9968,3.08,0.6,9.4,5,white,9.36992,149.0,6.720000000000001,0.9523809523809523,3.051948051948052,0.04563106796116505
6.1,0.28,0.25,6.9,0.056,44.0,201.0,0.9955,3.19,0.4,9.1,6,white,9.059050000000001,157.0,6.38,0.9561128526645768,2.852664576802508,0.04527363184079602
5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9.0,6,white,8.9829,176.0,6.19,0.9531502423263328,2.7863777089783284,0.04017857142857143
5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7,white,11.693800000000001,71.0,6.12,0.9477124183006536,3.450292397660819,0.12553191489361704
5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7,white,11.693800000000001,71.0,6.12,0.9477124183006536,3.450292397660819,0.12553191489361704
5.7,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7,white,11.693800000000001,71.0,6.0200000000000005,0.946843853820598,3.450292397660819,0.12553191489361704
6.7,0.28,0.14,1.4,0.043,64.0,159.0,0.992,3.17,0.39,10.0,5,white,9.92,95.0,6.98,0.9598853868194842,3.1545741324921135,0.06289308176100629
6.8,0.34,0.69,1.3,0.058,12.0,171.0,0.9931,3.06,0.47,9.7,5,white,9.633069999999998,159.0,7.14,0.9523809523809524,3.1699346405228757,0.05672514619883041
5.9,0.25,0.25,11.3,0.052,30.0,165.0,0.997,3.24,0.44,9.5,6,white,9.4715,135.0,6.15,0.959349593495935,2.9320987654320985,0.05757575757575758
6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,5,white,9.35112,113.0,6.67,0.9595202398800601,3.0128205128205128,0.054022988505747126
8.1,0.46,0.31,1.7,0.052,50.0,183.0,0.9923,3.03,0.42,11.2,5,white,11.11376,133.0,8.56,0.9462616822429906,3.6963696369636962,0.06120218579234972
6.2,0.36,0.26,13.2,0.051,54.0,201.0,0.9976,3.25,0.46,9.0,5,white,8.9784,147.0,6.5600000000000005,0.9451219512195121,2.769230769230769,0.04477611940298507
6.8,0.22,0.35,5.5,0.043,21.0,114.0,0.9938,3.3,0.53,10.7,7,white,10.633659999999999,93.0,7.02,0.9686609686609687,3.242424242424242,0.09385964912280702
6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,4,white,8.9856,171.0,7.47,0.9103078982597055,2.922077922077922,0.046632124352331605
7.2,0.28,0.3,10.7,0.044,61.0,222.0,0.9972,3.14,0.5,9.1,6,white,9.07452,161.0,7.48,0.9625668449197861,2.898089171974522,0.04099099099099099
6.7,0.17,0.37,2.0,0.039,34.0,125.0,0.9922,3.26,0.6,10.8,7,white,10.71576,91.0,6.87,0.975254730713246,3.3128834355828225,0.0864
6.9,0.2,0.34,1.9,0.043,25.0,136.0,0.9935,3.31,0.6,10.1,4,white,10.03435,111.0,7.1000000000000005,0.9718309859154929,3.051359516616314,0.07426470588235294
6.1,0.36,0.16,6.4,0.037,36.0,198.0,0.9944,3.17,0.62,9.9,6,white,9.84456,162.0,6.46,0.9442724458204333,3.1230283911671926,0.05
6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,5,white,9.74316,155.0,6.36,0.9433962264150942,3.0914826498422716,0.051308900523560214
5.9,0.37,0.14,6.3,0.036,34.0,185.0,0.9944,3.17,0.63,9.8,5,white,9.74512,151.0,6.2700000000000005,0.9409888357256778,3.0914826498422716,0.05297297297297298
7.6,0.29,0.58,17.5,0.041,51.0,225.0,0.9997,3.16,0.66,9.5,6,white,9.49715,174.0,7.89,0.9632446134347274,3.0063291139240507,0.042222222222222223
6.3,0.34,0.28,14.7,0.047,49.0,198.0,0.9977,3.23,0.46,9.5,5,white,9.47815,149.0,6.64,0.9487951807228916,2.9411764705882355,0.047979797979797977
6.7,0.19,0.34,1.0,0.022,22.0,94.0,0.9912,3.23,0.57,11.1,6,white,11.00232,72.0,6.890000000000001,0.9724238026124818,3.436532507739938,0.11808510638297871
7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5,white,9.482899999999999,142.0,7.81,0.9603072983354674,3.104575163398693,0.04656862745098039
7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5,white,9.482899999999999,142.0,7.81,0.9603072983354674,3.104575163398693,0.04656862745098039
7.4,0.31,0.48,14.2,0.042,62.0,204.0,0.9983,3.06,0.59,9.4,5,white,9.38402,142.0,7.71,0.959792477302205,3.0718954248366015,0.04607843137254902
8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,5,white,9.6806,168.0,8.8,0.9545454545454545,3.1699346405228757,0.049238578680203045
5.9,0.34,0.22,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,7,white,13.752659999999999,116.0,6.24,0.9455128205128205,4.07624633431085,0.10296296296296296
6.6,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,0.45,10.1,4,white,10.02627,64.0,6.9799999999999995,0.9455587392550143,3.136645962732919,0.12023809523809523
6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,6,white,10.41285,80.0,6.73,0.950965824665676,3.3653846153846154,0.09545454545454546
5.6,0.25,0.26,3.6,0.037,18.0,115.0,0.9904,3.42,0.5,12.6,6,white,12.47904,97.0,5.85,0.9572649572649573,3.6842105263157894,0.10956521739130434
8.6,0.27,0.46,6.1,0.032,13.0,41.0,0.993,2.89,0.34,10.9,5,white,10.8237,28.0,8.87,0.9695603156708005,3.7716262975778547,0.2658536585365854
6.2,0.31,0.21,6.3,0.041,50.0,218.0,0.9941,3.15,0.6,10.0,5,white,9.940999999999999,168.0,6.51,0.9523809523809524,3.174603174603175,0.045871559633027525
7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,6,white,11.136159999999999,109.0,7.38,0.9756097560975611,3.5782747603833864,0.06746987951807229
7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6,white,9.9855,86.0,7.9,0.9746835443037974,3.2154340836012865,0.07692307692307693
6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,0.46,9.2,5,white,9.13974,85.0,6.67,0.9295352323838081,2.929936305732484,0.09387755102040815
6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,5,white,9.481,121.0,6.35,0.9606299212598425,2.835820895522388,0.055232558139534885
8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,white,12.19668,97.0,8.469999999999999,0.9681227863046046,3.967741935483871,0.09609375
8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,white,12.19668,97.0,8.469999999999999,0.9681227863046046,3.967741935483871,0.09609375
6.4,0.31,0.39,7.5,0.04,57.0,213.0,0.99475,3.32,0.43,10.0,5,white,9.9475,156.0,6.71,0.9538002980625933,3.0120481927710845,0.046948356807511735
6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6,white,10.7271,148.0,6.39,0.9389671361502347,3.1671554252199416,0.057754010695187166
6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,white,10.429649999999999,109.0,6.41,0.967238689547582,3.0085959885386817,0.07
7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,6,white,9.171479999999999,199.0,8.120000000000001,0.9482758620689654,3.006535947712418,0.0416289592760181
7.0,0.27,0.41,18.75,0.042,34.0,157.0,1.0002,2.96,0.5,9.1,5,white,9.10182,123.0,7.27,0.9628610729023385,3.074324324324324,0.05796178343949045
6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,white,10.429649999999999,109.0,6.41,0.967238689547582,3.0085959885386817,0.07
7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,7,white,10.13574,92.0,7.69,0.9622886866059818,2.9565217391304346,0.08031496062992126
6.6,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,0.45,8.9,5,white,8.871965000000001,116.0,6.89,0.9579100145137881,2.947019867549669,0.05
6.0,0.3,0.44,1.5,0.046,15.0,182.0,0.99455,3.5,0.52,10.4,5,white,10.34332,167.0,6.3,0.9523809523809524,2.9714285714285715,0.05714285714285715
6.9,0.31,0.34,1.6,0.032,23.0,128.0,0.9917,3.37,0.47,11.7,6,white,11.60289,105.0,7.21,0.957004160887656,3.4718100890207713,0.09140625
6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,8,white,12.280339999999999,60.0,6.93,0.9523809523809523,3.8036809815950923,0.1393258426966292
7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39,10.9,7,white,10.80626,99.0,8.1,0.962962962962963,3.4713375796178343,0.08934426229508197
6.4,0.39,0.21,1.2,0.041,35.0,136.0,0.99225,3.15,0.46,10.2,5,white,10.120949999999999,101.0,6.79,0.9425625920471282,3.238095238095238,0.075
6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,7,white,11.601135,73.0,6.640000000000001,0.963855421686747,3.4718100890207713,0.10263157894736842
7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954,2.99,0.59,9.4,5,white,9.35676,82.0,7.21,0.970873786407767,3.1438127090301,0.09306930693069307
6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,5,white,10.442775000000001,115.0,6.5600000000000005,0.975609756097561,3.134328358208955,0.06687898089171974
6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.9924,3.12,0.62,9.4,5,white,9.32856,176.0,6.33,0.9478672985781991,3.0128205128205128,0.05
6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56,10.4,6,white,10.36828,114.0,6.73,0.9658246656760772,3.1044776119402986,0.0748201438848921
6.2,0.25,0.48,10.0,0.044,78.0,240.0,0.99655,3.25,0.47,9.5,6,white,9.467225000000001,162.0,6.45,0.9612403100775194,2.923076923076923,0.03958333333333333
8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934,3.01,0.33,11.1,7,white,11.026739999999998,35.0,9.08,0.9691629955947137,3.6877076411960132,0.22653061224489796
6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,white,9.0818,143.0,6.85,0.9635036496350365,3.013245033112583,0.04972677595628415
6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,white,9.173319999999999,163.0,7.28,0.9478021978021978,2.8048780487804876,0.048167539267015703
6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,white,9.55008,114.0,6.65,0.9624060150375939,3.057324840764331,0.07441860465116279
6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,white,9.0818,143.0,6.85,0.9635036496350365,3.013245033112583,0.04972677595628415
6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,white,9.173319999999999,163.0,7.28,0.9478021978021978,2.8048780487804876,0.048167539267015703
7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7,white,10.71522,102.0,7.31,0.9712722298221614,3.406940063091483,0.07605633802816902
6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,white,9.55008,114.0,6.65,0.9624060150375939,3.057324840764331,0.07441860465116279
6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,3,white,12.4929,14.0,7.29,0.9465020576131687,3.806646525679758,0.6631578947368421
5.8,0.2,0.3,1.5,0.031,21.0,57.0,0.99115,3.44,0.55,11.0,6,white,10.90265,36.0,6.0,0.9666666666666667,3.197674418604651,0.19298245614035087
7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,10.2,6,white,10.13064,110.0,7.2,0.9722222222222222,3.1097560975609757,0.075
5.9,0.26,0.25,12.5,0.034,38.0,152.0,0.9977,3.33,0.43,9.4,5,white,9.37838,114.0,6.16,0.9577922077922079,2.8228228228228227,0.0618421052631579
7.4,0.38,0.27,7.5,0.041,24.0,160.0,0.99535,3.17,0.43,10.0,5,white,9.9535,136.0,7.78,0.9511568123393316,3.1545741324921135,0.0625
7.4,0.2,1.66,2.1,0.022,34.0,113.0,0.99165,3.26,0.55,12.2,6,white,12.09813,79.0,7.6000000000000005,0.9736842105263158,3.7423312883435584,0.1079646017699115
7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,white,10.45065,222.0,7.21,0.970873786407767,3.260869565217391,0.041501976284584984
7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,white,11.4172,121.0,7.49,0.9612817089452603,3.7828947368421053,0.06497175141242938
6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,white,9.758840000000001,132.0,7.08,0.9745762711864407,2.96969696969697,0.055681818181818186
7.3,0.3,0.42,7.35,0.025,51.0,175.0,0.9928,3.04,0.32,11.4,6,white,11.31792,124.0,7.6,0.9605263157894737,3.75,0.06514285714285714
7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,white,11.4172,121.0,7.49,0.9612817089452603,3.7828947368421053,0.06497175141242938
6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,6,white,10.163279999999999,89.0,7.1000000000000005,0.9718309859154929,3.238095238095238,0.06107784431137724
6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,3.16,0.5,9.4,6,white,9.387780000000001,77.0,6.9,0.9710144927536232,2.9746835443037973,0.058750000000000004
7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,white,10.45065,222.0,7.21,0.970873786407767,3.260869565217391,0.041501976284584984
5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5,9.1,5,white,9.03812,124.0,6.25,0.9440000000000001,2.9449838187702264,0.06594202898550725
7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,7,white,12.08654,75.0,7.38,0.962059620596206,3.753846153846154,0.11401869158878504
5.8,0.25,0.28,11.1,0.056,45.0,175.0,0.99755,3.42,0.43,9.5,5,white,9.476725,130.0,6.05,0.9586776859504132,2.7777777777777777,0.054285714285714284
6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,6,white,9.293955,110.0,7.02,0.9686609686609687,2.7352941176470593,0.05224719101123596
7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,7,white,9.733360000000001,81.0,7.239999999999999,0.9806629834254144,2.96969696969697,0.07205882352941177
7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97,9.8,7,white,9.733360000000001,80.0,7.2299999999999995,0.9820193637621024,2.96969696969697,0.07313432835820896
6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,white,9.758840000000001,132.0,7.08,0.9745762711864407,2.96969696969697,0.055681818181818186
7.0,0.2,0.38,8.1,0.05,42.0,173.0,0.99585,3.3,0.54,9.8,6,white,9.75933,131.0,7.2,0.9722222222222222,2.96969696969697,0.05664739884393064
6.8,0.24,0.49,19.3,0.057,55.0,247.0,1.00055,3.0,0.56,8.7,5,white,8.704785,192.0,7.04,0.9659090909090908,2.9,0.035222672064777326
5.0,0.44,0.04,18.6,0.039,38.0,128.0,0.9985,3.37,0.57,10.2,6,white,10.1847,90.0,5.44,0.9191176470588235,3.0267062314540056,0.0796875
6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69,9.5,6,white,9.452975,132.0,6.6,0.9545454545454546,2.950310559006211,0.05654761904761905
7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,6,white,10.911999999999999,100.0,7.470000000000001,0.963855421686747,3.741496598639456,0.08148148148148149
6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44,9.2,5,white,9.18896,157.0,7.2,0.9305555555555556,2.987012987012987,0.038655462184873944
6.8,0.2,0.36,1.6,0.028,7.0,46.0,0.99175,3.21,0.6,10.9,6,white,10.810075000000001,39.0,7.0,0.9714285714285714,3.3956386292834893,0.23695652173913045
6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,white,9.264660000000001,72.0,6.8100000000000005,0.9838472834067548,2.7192982456140355,0.08230088495575222
6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,white,9.264660000000001,72.0,6.8100000000000005,0.9838472834067548,2.7192982456140355,0.08230088495575222
6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46,9.8,7,white,9.74316,91.0,6.92,0.9826589595375722,2.873900293255132,0.08166666666666668
6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3,7,white,9.23211,82.0,6.76,0.9763313609467456,2.980769230769231,0.06642857142857143
6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7,white,9.23211,83.0,6.81,0.9691629955947136,2.980769230769231,0.06458333333333334
6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,5,white,9.39859,123.0,6.369999999999999,0.957613814756672,2.7647058823529416,0.05465116279069768
9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,9,white,10.3688,96.0,9.37,0.9711846318036287,3.25,0.08387096774193549
6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,6,white,12.00078,75.0,6.625,0.9660377358490566,3.7345679012345676,0.11634615384615385
8.3,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56,11.0,6,white,10.91365,80.0,8.440000000000001,0.9834123222748814,3.642384105960265,0.11224489795918367
7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5,white,8.98785,150.0,7.430000000000001,0.9690444145356661,2.8846153846153846,0.04568527918781726
6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7,white,9.4924,119.0,7.12,0.9691011235955056,2.8189910979228485,0.05337078651685393
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8,white,8.80528,102.0,8.27,0.9794437726723095,2.682926829268293,0.0606896551724138
6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,4,white,11.103119999999999,48.0,6.395,0.9382329945269743,3.323442136498516,0.20363636363636362
7.8,0.29,0.22,9.5,0.056,44.0,213.0,0.99715,3.08,0.61,9.3,6,white,9.273495,169.0,8.09,0.9641532756489494,3.0194805194805197,0.04366197183098592
6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7,white,9.4924,119.0,7.12,0.9691011235955056,2.8189910979228485,0.05337078651685393
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8,white,8.80528,102.0,8.27,0.9794437726723095,2.682926829268293,0.0606896551724138
7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5,white,8.98785,150.0,7.430000000000001,0.9690444145356661,2.8846153846153846,0.04568527918781726
7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6,white,9.282795,88.0,7.8999999999999995,0.9620253164556962,2.8440366972477067,0.07815126050420168
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,white,9.182979999999999,86.0,8.040000000000001,0.9577114427860696,2.8134556574923546,0.07863247863247863
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,white,9.182979999999999,86.0,8.040000000000001,0.9577114427860696,2.8134556574923546,0.07863247863247863
5.8,0.34,0.16,7.0,0.037,26.0,116.0,0.9949,3.46,0.45,10.0,7,white,9.949,90.0,6.14,0.9446254071661238,2.8901734104046244,0.08620689655172414
7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6,white,9.282795,88.0,7.8999999999999995,0.9620253164556962,2.8440366972477067,0.07815126050420168
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,white,9.182979999999999,86.0,8.040000000000001,0.9577114427860696,2.8134556574923546,0.07863247863247863
5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7,white,10.815525,64.0,6.140000000000001,0.9609120521172638,3.215339233038348,0.11847826086956523
6.4,0.46,0.08,4.9,0.046,34.0,144.0,0.99445,3.1,0.56,10.0,5,white,9.9445,110.0,6.86,0.9329446064139941,3.225806451612903,0.06944444444444445
5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7,white,10.815525,64.0,6.140000000000001,0.9609120521172638,3.215339233038348,0.11847826086956523
7.4,0.32,0.27,1.4,0.049,38.0,173.0,0.99335,3.03,0.52,9.3,5,white,9.238155,135.0,7.720000000000001,0.9585492227979274,3.06930693069307,0.05375722543352601
7.2,0.31,0.26,7.3,0.05,37.0,157.0,0.99625,3.09,0.43,9.0,5,white,8.96625,120.0,7.51,0.9587217043941412,2.912621359223301,0.05732484076433121
7.8,0.42,0.23,8.8,0.054,42.0,215.0,0.9971,3.02,0.58,9.2,6,white,9.173319999999999,173.0,8.22,0.948905109489051,3.0463576158940393,0.0427906976744186
6.9,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,3.28,0.77,9.6,6,white,9.58368,106.0,7.140000000000001,0.9663865546218487,2.926829268292683,0.06274509803921569
5.4,0.18,0.24,4.8,0.041,30.0,113.0,0.99445,3.42,0.4,9.4,6,white,9.34783,83.0,5.58,0.967741935483871,2.7485380116959064,0.0831858407079646
6.0,0.18,0.31,1.4,0.036,14.0,75.0,0.99085,3.34,0.58,11.1,8,white,10.998435,61.0,6.18,0.970873786407767,3.3233532934131738,0.148
7.8,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,6,white,8.87953,117.0,8.07,0.9665427509293679,2.9084967320261437,0.055279503105590065
6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5,white,9.25629,161.0,6.28,0.9554140127388535,2.9153605015673985,0.041891891891891894
